id,rater_id,item_id,participant_id,task_num,task_label,rating,notes,timestamp,condition,no_interaction
2528,rater_02,313,102,3,Business Pitch,2,,"""2026-02-26T23:27:08.006Z""",process,0
2529,rater_06,729,220,2,Product Review,1,,"""2026-02-26T23:27:11.353Z""",process,0
2530,rater_04,840,254,3,Business Pitch,1,predictable and average,"""2026-02-26T23:27:13.033Z""",product,0
2533,rater_02,894,267,5,Interview Response,3,,"""2026-02-26T23:27:16.425Z""",process,0
2534,rater_06,646,198,3,Business Pitch,3,,"""2026-02-26T23:27:23.342Z""",process,0
2535,rater_02,517,158,3,Business Pitch,1,,"""2026-02-26T23:27:23.592Z""",process,0
2537,rater_02,830,251,2,Product Review,1,,"""2026-02-26T23:27:34.873Z""",process,0
2540,rater_02,868,260,5,Interview Response,2,,"""2026-02-26T23:27:41.168Z""",process,0
2541,rater_06,811,247,2,Product Review,4,,"""2026-02-26T23:27:43.107Z""",process,0
2543,rater_02,226,72,5,Interview Response,1,,"""2026-02-26T23:27:47.468Z""",process,0
2544,rater_06,86,30,1,Social Media Post,1,,"""2026-02-26T23:27:50.700Z""",process,0
2546,rater_02,426,136,1,Social Media Post,4,,"""2026-02-26T23:27:55.128Z""",process,0
2547,rater_06,628,192,2,Product Review,2,,"""2026-02-26T23:27:56.011Z""",process,0
2549,rater_02,587,178,5,Interview Response,1,,"""2026-02-26T23:28:02.067Z""",process,0
2550,rater_02,675,206,2,Product Review,3,,"""2026-02-26T23:28:10.269Z""",process,0
2553,rater_02,66,24,2,Product Review,2,,"""2026-02-26T23:28:18.389Z""",process,0
2554,rater_04,587,178,5,Interview Response,2,average descriptive text,"""2026-02-26T23:28:22.852Z""",product,0
2555,rater_02,784,237,2,Product Review,2,,"""2026-02-26T23:28:25.508Z""",process,0
2561,rater_02,156,52,2,Product Review,3,,"""2026-02-26T23:28:51.929Z""",process,0
2562,rater_03,427,136,2,Product Review,4,,"""2026-02-26T23:28:59.103Z""",process,0
2563,rater_02,423,135,2,Product Review,2,,"""2026-02-26T23:29:01.288Z""",process,0
2567,rater_04,32,13,5,Interview Response,3,,"""2026-02-26T23:29:11.589Z""",product,0
2569,rater_02,176,57,3,Business Pitch,4,,"""2026-02-26T23:29:20.687Z""",process,0
2571,rater_04,513,157,3,Business Pitch,2,,"""2026-02-26T23:29:25.898Z""",product,0
2572,rater_02,687,210,5,Interview Response,1,,"""2026-02-26T23:29:27.069Z""",process,0
2573,rater_02,452,142,2,Product Review,1,,"""2026-02-26T23:29:31.829Z""",process,0
2574,rater_02,557,170,3,Business Pitch,1,,"""2026-02-26T23:29:39.568Z""",process,0
2577,rater_02,353,116,5,Interview Response,2,,"""2026-02-26T23:29:53.862Z""",process,0
2578,rater_03,444,140,3,Business Pitch,3,,"""2026-02-26T23:29:55.397Z""",process,0
2579,rater_02,880,263,1,Social Media Post,1,,"""2026-02-26T23:29:58.826Z""",process,0
2581,rater_02,766,231,2,Product Review,1,,"""2026-02-26T23:30:05.668Z""",process,0
2582,rater_02,841,254,1,Social Media Post,1,,"""2026-02-26T23:30:12.028Z""",process,0
2583,rater_04,435,138,2,Product Review,3,nice and descriptive ,"""2026-02-26T23:30:15.311Z""",product,0
2584,rater_02,133,44,1,Social Media Post,2,,"""2026-02-26T23:30:16.003Z""",process,0
2585,rater_02,263,88,2,Product Review,3,,"""2026-02-26T23:30:23.834Z""",process,0
2587,rater_02,751,225,5,Interview Response,1,,"""2026-02-26T23:30:26.905Z""",process,0
2589,rater_02,486,150,5,Interview Response,1,,"""2026-02-26T23:30:33.415Z""",process,0
2591,rater_02,181,59,3,Business Pitch,1,,"""2026-02-26T23:30:38.352Z""",process,0
2593,rater_02,18,10,2,Product Review,2,,"""2026-02-26T23:30:42.670Z""",process,0
2595,rater_02,293,97,5,Interview Response,2,,"""2026-02-26T23:30:48.632Z""",process,0
2597,rater_02,453,142,3,Business Pitch,1,,"""2026-02-26T23:30:53.853Z""",process,0
2598,rater_02,81,28,5,Interview Response,1,,"""2026-02-26T23:30:58.150Z""",process,0
2601,rater_04,504,155,2,Product Review,3,unusual review,"""2026-02-26T23:31:10.519Z""",product,0
2603,rater_03,816,248,1,Social Media Post,3,,"""2026-02-26T23:31:19.472Z""",process,0
2610,rater_03,400,129,3,Business Pitch,2,,"""2026-02-26T23:32:01.370Z""",process,0
2611,rater_06,579,176,2,Product Review,1,,"""2026-02-26T23:32:05.824Z""",process,0
2613,rater_06,882,263,5,Interview Response,1,,"""2026-02-26T23:32:09.117Z""",process,0
2616,rater_06,183,59,5,Interview Response,1,,"""2026-02-26T23:32:20.453Z""",process,0
2618,rater_06,2,4,2,Product Review,3,,"""2026-02-26T23:32:27.082Z""",process,0
2620,rater_06,420,134,3,Business Pitch,1,,"""2026-02-26T23:32:31.361Z""",process,0
2621,rater_03,356,117,3,Business Pitch,3,,"""2026-02-26T23:32:35.661Z""",process,0
2622,rater_06,508,156,2,Product Review,1,,"""2026-02-26T23:32:39.692Z""",process,0
2625,rater_06,658,202,1,Social Media Post,2,,"""2026-02-26T23:32:44.319Z""",process,0
2626,rater_03,25,12,1,Social Media Post,2,,"""2026-02-26T23:32:45.695Z""",process,0
2627,rater_04,531,163,1,Social Media Post,3,,"""2026-02-26T23:32:49.329Z""",product,0
2629,rater_06,76,26,5,Interview Response,2,,"""2026-02-26T23:32:56.699Z""",process,0
2631,rater_03,390,127,1,Social Media Post,2,,"""2026-02-26T23:33:02.804Z""",process,0
2636,rater_06,429,136,5,Interview Response,4,,"""2026-02-26T23:33:31.427Z""",process,0
2638,rater_06,228,75,2,Product Review,2,,"""2026-02-26T23:33:39.633Z""",process,0
2639,rater_02,93,31,5,Interview Response,3,,"""2026-02-26T23:33:44.687Z""",process,0
2640,rater_06,50,20,2,Product Review,2,,"""2026-02-26T23:33:45.747Z""",process,0
2641,rater_04,364,119,3,Business Pitch,4,well written and useful and creative,"""2026-02-26T23:33:45.783Z""",product,0
2644,rater_06,799,242,3,Business Pitch,1,,"""2026-02-26T23:33:49.299Z""",process,0
2645,rater_02,213,68,3,Business Pitch,2,,"""2026-02-26T23:33:55.006Z""",process,0
2647,rater_02,35,14,3,Business Pitch,3,,"""2026-02-26T23:34:01.468Z""",process,0
2648,rater_06,444,140,3,Business Pitch,2,,"""2026-02-26T23:34:02.087Z""",process,0
2649,rater_06,162,53,5,Interview Response,1,,"""2026-02-26T23:34:05.798Z""",process,0
2650,rater_02,429,136,5,Interview Response,4,,"""2026-02-26T23:34:09.032Z""",process,0
2652,rater_02,597,182,2,Product Review,1,,"""2026-02-26T23:34:13.427Z""",process,0
2653,rater_06,431,137,2,Product Review,3,,"""2026-02-26T23:34:14.900Z""",process,0
2656,rater_06,184,60,1,Social Media Post,1,,"""2026-02-26T23:34:20.712Z""",process,0
2657,rater_06,686,209,5,Interview Response,1,,"""2026-02-26T23:34:25.001Z""",process,0
2658,rater_02,677,206,5,Interview Response,3,,"""2026-02-26T23:34:28.688Z""",process,0
2660,rater_06,675,206,2,Product Review,3,,"""2026-02-26T23:34:34.354Z""",process,0
2661,rater_02,694,212,2,Product Review,2,,"""2026-02-26T23:34:37.548Z""",process,0
2662,rater_06,831,252,3,Business Pitch,2,,"""2026-02-26T23:34:39.369Z""",process,0
2663,rater_03,396,128,3,Business Pitch,4,,"""2026-02-26T23:34:42.314Z""",process,0
2666,rater_06,35,14,3,Business Pitch,3,,"""2026-02-26T23:34:48.153Z""",process,0
2667,rater_06,834,252,1,Social Media Post,1,,"""2026-02-26T23:34:52.911Z""",process,0
2671,rater_04,452,142,2,Product Review,2,very confusing,"""2026-02-26T23:35:03.815Z""",product,0
2672,rater_06,108,35,3,Business Pitch,4,,"""2026-02-26T23:35:13.571Z""",process,0
2676,rater_04,613,187,3,Business Pitch,3,,"""2026-02-26T23:35:27.134Z""",product,0
2677,rater_06,318,103,5,Interview Response,3,,"""2026-02-26T23:35:28.339Z""",process,0
2680,rater_06,841,254,1,Social Media Post,1,,"""2026-02-26T23:35:39.350Z""",process,0
2681,rater_04,748,225,2,Product Review,1,,"""2026-02-26T23:35:43.048Z""",product,0
2682,rater_06,482,149,5,Interview Response,3,,"""2026-02-26T23:35:43.283Z""",process,0
2683,rater_06,512,157,2,Product Review,3,,"""2026-02-26T23:35:50.292Z""",process,0
2684,rater_03,72,25,5,Interview Response,5,,"""2026-02-26T23:35:50.918Z""",process,0
2687,rater_06,62,23,2,Product Review,1,,"""2026-02-26T23:35:55.184Z""",process,0
2688,rater_02,115,37,5,Interview Response,1,,"""2026-02-26T23:35:56.941Z""",process,0
2689,rater_06,438,139,1,Social Media Post,4,,"""2026-02-26T23:36:01.764Z""",process,0
2690,rater_02,685,209,3,Business Pitch,3,,"""2026-02-26T23:36:03.250Z""",process,0
2692,rater_06,179,59,1,Social Media Post,1,,"""2026-02-26T23:36:06.586Z""",process,0
2695,rater_06,45,17,1,Social Media Post,1,,"""2026-02-26T23:36:11.617Z""",process,1
2696,rater_02,529,162,3,Business Pitch,1,,"""2026-02-26T23:36:14.570Z""",process,0
2698,rater_06,360,118,3,Business Pitch,1,,"""2026-02-26T23:36:19.214Z""",process,0
2700,rater_02,762,229,2,Product Review,5,,"""2026-02-26T23:36:26.204Z""",process,0
2701,rater_06,530,162,5,Interview Response,3,,"""2026-02-26T23:36:26.294Z""",process,0
2702,rater_03,888,266,2,Product Review,3,,"""2026-02-26T23:36:30.517Z""",process,0
2703,rater_06,378,123,1,Social Media Post,3,,"""2026-02-26T23:36:31.432Z""",process,0
2706,rater_06,132,43,5,Interview Response,1,,"""2026-02-26T23:36:41.554Z""",process,0
2707,rater_06,238,77,3,Business Pitch,2,,"""2026-02-26T23:36:46.880Z""",process,0
2709,rater_06,525,160,3,Business Pitch,4,,"""2026-02-26T23:37:00.637Z""",process,0
2712,rater_06,713,218,1,Social Media Post,4,,"""2026-02-26T23:37:09.661Z""",process,0
2714,rater_04,416,133,3,Business Pitch,2,average explanation,"""2026-02-26T23:37:21.784Z""",product,0
2715,rater_02,248,83,1,Social Media Post,2,,"""2026-02-26T23:37:23.937Z""",process,0
2717,rater_06,687,210,5,Interview Response,1,,"""2026-02-26T23:37:25.342Z""",process,0
2718,rater_06,99,33,2,Product Review,1,,"""2026-02-26T23:37:29.774Z""",process,0
2719,rater_02,521,159,3,Business Pitch,5,,"""2026-02-26T23:37:32.144Z""",process,0
2720,rater_06,803,245,1,Social Media Post,1,,"""2026-02-26T23:37:34.831Z""",process,0
2721,rater_02,89,30,5,Interview Response,1,,"""2026-02-26T23:37:36.845Z""",process,0
2723,rater_06,712,217,5,Interview Response,2,,"""2026-02-26T23:37:39.669Z""",process,0
2724,rater_03,140,45,5,Interview Response,2,,"""2026-02-26T23:37:42.188Z""",process,0
2725,rater_06,660,202,3,Business Pitch,2,,"""2026-02-26T23:37:42.904Z""",process,0
2727,rater_02,783,237,5,Interview Response,2,,"""2026-02-26T23:37:47.104Z""",process,0
2729,rater_06,762,229,2,Product Review,4,,"""2026-02-26T23:37:50.047Z""",process,0
2730,rater_03,614,187,5,Interview Response,2,,"""2026-02-26T23:37:51.607Z""",process,0
2732,rater_06,216,69,2,Product Review,1,,"""2026-02-26T23:37:55.816Z""",process,0
2733,rater_02,541,166,1,Social Media Post,3,,"""2026-02-26T23:37:56.337Z""",process,0
2734,rater_02,99,33,2,Product Review,1,,"""2026-02-26T23:38:00.206Z""",process,0
2735,rater_06,829,251,1,Social Media Post,1,,"""2026-02-26T23:38:02.951Z""",process,0
2737,rater_02,344,113,3,Business Pitch,4,,"""2026-02-26T23:38:07.023Z""",process,0
2738,rater_06,452,142,2,Product Review,1,,"""2026-02-26T23:38:08.038Z""",process,0
2739,rater_04,644,198,1,Social Media Post,3,,"""2026-02-26T23:38:15.552Z""",product,0
2742,rater_02,376,122,5,Interview Response,3,,"""2026-02-26T23:38:24.910Z""",process,0
2743,rater_03,580,177,1,Social Media Post,2,,"""2026-02-26T23:38:25.895Z""",process,0
2745,rater_02,138,45,2,Product Review,1,,"""2026-02-26T23:38:28.707Z""",process,0
2746,rater_06,718,219,5,Interview Response,2,,"""2026-02-26T23:38:31.180Z""",process,0
2749,rater_06,442,140,1,Social Media Post,3,,"""2026-02-26T23:38:42.493Z""",process,0
2752,rater_04,244,82,1,Social Media Post,3,,"""2026-02-26T23:38:52.937Z""",product,0
2753,rater_02,72,25,5,Interview Response,3,,"""2026-02-26T23:38:53.307Z""",process,0
2756,rater_06,507,156,1,Social Media Post,1,,"""2026-02-26T23:39:02.952Z""",process,0
2758,rater_06,222,70,5,Interview Response,2,,"""2026-02-26T23:39:07.464Z""",process,0
2759,rater_03,202,65,5,Interview Response,2,,"""2026-02-26T23:39:10.192Z""",process,0
2762,rater_02,476,148,2,Product Review,1,,"""2026-02-26T23:39:15.086Z""",process,0
2764,rater_02,432,137,3,Business Pitch,2,,"""2026-02-26T23:39:22.571Z""",process,0
2766,rater_02,713,218,1,Social Media Post,3,,"""2026-02-26T23:39:33.573Z""",process,0
2767,rater_04,770,232,2,Product Review,3,better tha average details,"""2026-02-26T23:39:34.593Z""",product,0
2770,rater_02,528,162,2,Product Review,2,,"""2026-02-26T23:39:42.388Z""",process,0
2772,rater_02,222,70,5,Interview Response,2,,"""2026-02-26T23:39:49.786Z""",process,0
2773,rater_02,737,222,1,Social Media Post,2,,"""2026-02-26T23:39:55.148Z""",process,0
2776,rater_02,76,26,5,Interview Response,2,,"""2026-02-26T23:40:21.308Z""",process,0
2778,rater_02,619,190,1,Social Media Post,1,,"""2026-02-26T23:40:35.344Z""",process,0
2779,rater_03,453,142,3,Business Pitch,2,,"""2026-02-26T23:40:54.284Z""",process,0
2780,rater_02,262,88,1,Social Media Post,2,,"""2026-02-26T23:40:54.887Z""",process,0
2782,rater_06,868,260,5,Interview Response,2,,"""2026-02-26T23:41:17.908Z""",process,0
2783,rater_02,352,116,3,Business Pitch,3,,"""2026-02-26T23:41:18.524Z""",process,0
2784,rater_02,477,148,3,Business Pitch,1,,"""2026-02-26T23:41:25.651Z""",process,0
2785,rater_04,106,35,1,Social Media Post,3,,"""2026-02-26T23:41:26.519Z""",product,0
2786,rater_06,160,53,2,Product Review,2,,"""2026-02-26T23:41:26.540Z""",process,0
2787,rater_02,769,232,1,Social Media Post,1,,"""2026-02-26T23:41:33.708Z""",process,0
2788,rater_06,763,229,5,Interview Response,2,,"""2026-02-26T23:41:34.973Z""",process,0
2789,rater_06,234,76,3,Business Pitch,1,,"""2026-02-26T23:41:40.665Z""",process,0
2791,rater_06,518,158,5,Interview Response,1,,"""2026-02-26T23:41:43.956Z""",process,0
2793,rater_06,235,76,5,Interview Response,1,,"""2026-02-26T23:41:49.397Z""",process,0
2797,rater_06,34,14,2,Product Review,3,,"""2026-02-26T23:41:59.198Z""",process,0
2799,rater_02,573,174,3,Business Pitch,1,,"""2026-02-26T23:42:02.006Z""",process,0
2800,rater_06,563,172,1,Social Media Post,1,,"""2026-02-26T23:42:03.446Z""",process,0
2802,rater_06,642,197,3,Business Pitch,1,,"""2026-02-26T23:42:09.243Z""",process,0
2805,rater_02,136,44,5,Interview Response,2,,"""2026-02-26T23:42:14.188Z""",process,0
2806,rater_04,174,57,1,Social Media Post,3,,"""2026-02-26T23:42:14.310Z""",product,0
2807,rater_06,32,13,5,Interview Response,4,,"""2026-02-26T23:42:16.762Z""",process,0
2808,rater_02,563,172,1,Social Media Post,1,,"""2026-02-26T23:42:17.327Z""",process,0
2810,rater_02,882,263,5,Interview Response,1,,"""2026-02-26T23:42:20.205Z""",process,0
2812,rater_06,323,106,1,Social Media Post,2,,"""2026-02-26T23:42:23.034Z""",process,0
2813,rater_02,728,220,5,Interview Response,1,,"""2026-02-26T23:42:25.365Z""",process,0
2814,rater_03,379,123,2,Product Review,3,,"""2026-02-26T23:42:25.381Z""",process,0
2815,rater_06,40,15,5,Interview Response,1,,"""2026-02-26T23:42:26.770Z""",process,0
2820,rater_06,343,113,2,Product Review,2,,"""2026-02-26T23:42:37.421Z""",process,0
2822,rater_03,826,250,5,Interview Response,3,,"""2026-02-26T23:42:40.945Z""",process,0
2824,rater_06,246,82,3,Business Pitch,3,,"""2026-02-26T23:42:43.740Z""",process,0
2828,rater_06,651,199,5,Interview Response,1,,"""2026-02-26T23:42:52.301Z""",process,0
2831,rater_04,888,266,2,Product Review,3,,"""2026-02-26T23:42:59.848Z""",product,0
2832,rater_03,682,208,2,Product Review,3,,"""2026-02-26T23:43:01.254Z""",process,0
2833,rater_06,341,112,5,Interview Response,4,,"""2026-02-26T23:43:02.687Z""",process,0
2836,rater_06,185,60,2,Product Review,2,,"""2026-02-26T23:43:10.573Z""",process,0
2837,rater_03,99,33,2,Product Review,2,,"""2026-02-26T23:43:11.563Z""",process,0
2841,rater_03,740,223,2,Product Review,2,,"""2026-02-26T23:43:23.391Z""",process,0
2842,rater_02,424,135,3,Business Pitch,2,,"""2026-02-26T23:43:23.980Z""",process,0
2843,rater_06,106,35,1,Social Media Post,3,,"""2026-02-26T23:43:24.266Z""",process,0
2845,rater_04,185,60,2,Product Review,3,clever elements in it,"""2026-02-26T23:43:26.670Z""",product,0
2846,rater_02,331,109,1,Social Media Post,1,,"""2026-02-26T23:43:29.491Z""",process,0
2847,rater_06,659,202,2,Product Review,1,,"""2026-02-26T23:43:29.743Z""",process,0
2849,rater_03,485,150,3,Business Pitch,3,,"""2026-02-26T23:43:32.360Z""",process,0
2851,rater_02,837,253,3,Business Pitch,2,,"""2026-02-26T23:43:36.035Z""",process,0
2853,rater_06,447,141,1,Social Media Post,5,,"""2026-02-26T23:43:40.596Z""",process,0
2854,rater_02,489,151,3,Business Pitch,2,,"""2026-02-26T23:43:40.737Z""",process,0
2855,rater_02,56,21,5,Interview Response,1,,"""2026-02-26T23:43:44.224Z""",process,0
2858,rater_06,85,29,5,Interview Response,1,,"""2026-02-26T23:43:50.056Z""",process,0
2860,rater_06,42,16,2,Product Review,2,,"""2026-02-26T23:43:56.625Z""",process,0
2862,rater_06,334,109,5,Interview Response,1,,"""2026-02-26T23:44:00.577Z""",process,0
2864,rater_06,285,95,3,Business Pitch,1,,"""2026-02-26T23:44:09.449Z""",process,0
2866,rater_06,157,52,3,Business Pitch,2,,"""2026-02-26T23:44:18.770Z""",process,0
2869,rater_04,765,231,5,Interview Response,1,,"""2026-02-26T23:44:33.630Z""",product,0
2871,rater_06,87,30,2,Product Review,2,,"""2026-02-26T23:44:34.366Z""",process,0
2872,rater_02,502,154,5,Interview Response,2,,"""2026-02-26T23:44:40.468Z""",process,0
2874,rater_06,710,217,2,Product Review,1,,"""2026-02-26T23:44:42.421Z""",process,0
2875,rater_02,465,145,3,Business Pitch,2,,"""2026-02-26T23:44:46.606Z""",process,0
2876,rater_03,573,174,3,Business Pitch,2,,"""2026-02-26T23:44:46.902Z""",process,0
2878,rater_06,404,130,3,Business Pitch,1,,"""2026-02-26T23:44:50.280Z""",process,0
2879,rater_06,632,194,2,Product Review,1,,"""2026-02-26T23:44:54.176Z""",process,0
2881,rater_06,826,250,5,Interview Response,3,,"""2026-02-26T23:44:58.279Z""",process,0
2882,rater_02,670,205,1,Social Media Post,1,,"""2026-02-26T23:44:59.535Z""",process,0
2885,rater_02,565,172,3,Business Pitch,1,,"""2026-02-26T23:45:04.608Z""",process,0
2886,rater_06,251,83,5,Interview Response,2,,"""2026-02-26T23:45:07.876Z""",process,0
2888,rater_02,780,236,1,Social Media Post,2,,"""2026-02-26T23:45:11.610Z""",process,0
2889,rater_06,124,40,5,Interview Response,1,,"""2026-02-26T23:45:12.812Z""",process,0
2891,rater_04,358,118,1,Social Media Post,2,,"""2026-02-26T23:45:16.517Z""",product,0
2892,rater_02,835,253,5,Interview Response,2,,"""2026-02-26T23:45:20.188Z""",process,0
2895,rater_02,82,29,1,Social Media Post,2,,"""2026-02-26T23:45:31.730Z""",process,0
2896,rater_06,766,231,2,Product Review,1,,"""2026-02-26T23:45:34.511Z""",process,0
2898,rater_06,897,268,5,Interview Response,3,,"""2026-02-26T23:45:43.283Z""",process,0
2900,rater_02,722,220,2,Product Review,1,,"""2026-02-26T23:45:45.493Z""",process,0
2901,rater_02,421,134,5,Interview Response,1,,"""2026-02-26T23:45:49.007Z""",process,0
2902,rater_06,127,41,3,Business Pitch,2,,"""2026-02-26T23:45:50.998Z""",process,0
2903,rater_04,701,215,3,Business Pitch,3,good ideas,"""2026-02-26T23:45:52.045Z""",product,0
2904,rater_02,38,15,2,Product Review,1,,"""2026-02-26T23:45:52.134Z""",process,1
2906,rater_06,397,128,5,Interview Response,3,,"""2026-02-26T23:46:00.784Z""",process,0
2907,rater_02,260,87,3,Business Pitch,1,,"""2026-02-26T23:46:02.186Z""",process,0
2908,rater_06,535,164,1,Social Media Post,2,,"""2026-02-26T23:46:06.184Z""",process,0
2910,rater_04,316,103,2,Product Review,3,,"""2026-02-26T23:46:08.892Z""",product,0
2911,rater_06,785,237,1,Social Media Post,3,,"""2026-02-26T23:46:13.958Z""",process,0
2913,rater_06,583,177,5,Interview Response,3,,"""2026-02-26T23:46:18.655Z""",process,0
2914,rater_03,732,221,3,Business Pitch,3,,"""2026-02-26T23:46:20.733Z""",process,0
2915,rater_02,111,36,2,Product Review,3,,"""2026-02-26T23:46:21.405Z""",process,0
2917,rater_06,624,191,2,Product Review,1,,"""2026-02-26T23:46:30.603Z""",process,0
2919,rater_02,41,16,1,Social Media Post,3,,"""2026-02-26T23:46:34.187Z""",process,0
2920,rater_06,771,232,5,Interview Response,1,,"""2026-02-26T23:46:37.788Z""",process,0
2921,rater_04,411,132,2,Product Review,4,good use of go;f terms,"""2026-02-26T23:46:38.521Z""",product,0
2924,rater_04,678,207,1,Social Media Post,1,,"""2026-02-26T23:46:45.659Z""",product,0
2925,rater_06,249,83,2,Product Review,2,,"""2026-02-26T23:46:49.805Z""",process,0
2927,rater_02,548,169,2,Product Review,2,,"""2026-02-26T23:46:52.649Z""",process,0
2928,rater_04,742,223,3,Business Pitch,2,,"""2026-02-26T23:46:55.507Z""",product,0
2930,rater_06,443,140,2,Product Review,3,,"""2026-02-26T23:47:04.034Z""",process,0
2932,rater_04,52,20,5,Interview Response,1,,"""2026-02-26T23:47:11.743Z""",product,0
2933,rater_03,889,266,5,Interview Response,2,,"""2026-02-26T23:47:14.854Z""",process,0
2935,rater_06,381,123,5,Interview Response,3,,"""2026-02-26T23:47:22.700Z""",process,0
2937,rater_04,376,122,5,Interview Response,1,,"""2026-02-26T23:47:27.418Z""",product,0
2938,rater_06,101,33,5,Interview Response,1,,"""2026-02-26T23:47:27.651Z""",process,0
2939,rater_03,831,252,3,Business Pitch,3,,"""2026-02-26T23:47:30.650Z""",process,0
2940,rater_06,572,174,2,Product Review,1,,"""2026-02-26T23:47:31.115Z""",process,0
2942,rater_02,697,213,5,Interview Response,2,,"""2026-02-26T23:47:34.775Z""",process,0
2943,rater_06,416,133,3,Business Pitch,2,,"""2026-02-26T23:47:36.105Z""",process,0
2944,rater_06,46,17,2,Product Review,2,,"""2026-02-26T23:47:39.885Z""",process,0
2945,rater_02,26,12,2,Product Review,2,,"""2026-02-26T23:47:41.254Z""",process,0
2947,rater_06,395,128,2,Product Review,3,,"""2026-02-26T23:47:46.867Z""",process,0
2948,rater_02,816,248,1,Social Media Post,2,,"""2026-02-26T23:47:47.308Z""",process,0
2950,rater_06,483,150,1,Social Media Post,1,,"""2026-02-26T23:47:52.302Z""",process,0
2951,rater_02,775,233,1,Social Media Post,3,,"""2026-02-26T23:47:57.128Z""",process,0
2953,rater_03,690,210,1,Social Media Post,2,,"""2026-02-26T23:47:58.082Z""",process,0
2955,rater_03,89,30,5,Interview Response,2,,"""2026-02-26T23:48:06.982Z""",process,0
2956,rater_02,378,123,1,Social Media Post,3,,"""2026-02-26T23:48:07.047Z""",process,0
2958,rater_02,13,9,1,Social Media Post,1,,"""2026-02-26T23:48:11.224Z""",process,1
2960,rater_03,675,206,2,Product Review,4,,"""2026-02-26T23:48:17.784Z""",process,0
2961,rater_04,583,177,5,Interview Response,4,like the jugglinganalogy,"""2026-02-26T23:48:18.469Z""",product,0
2962,rater_02,558,170,5,Interview Response,1,,"""2026-02-26T23:48:24.305Z""",process,0
2965,rater_04,256,86,2,Product Review,3,,"""2026-02-26T23:48:40.005Z""",product,0
2967,rater_02,108,35,3,Business Pitch,3,,"""2026-02-26T23:48:43.245Z""",process,0
2968,rater_03,253,85,2,Product Review,2,,"""2026-02-26T23:48:45.712Z""",process,0
2971,rater_03,628,192,2,Product Review,3,,"""2026-02-26T23:48:55.741Z""",process,0
2972,rater_02,86,30,1,Social Media Post,1,,"""2026-02-26T23:48:56.227Z""",process,0
2974,rater_03,159,53,1,Social Media Post,2,,"""2026-02-26T23:49:02.760Z""",process,0
2975,rater_02,197,64,2,Product Review,5,,"""2026-02-26T23:49:06.764Z""",process,0
2977,rater_03,13,9,1,Social Media Post,1,,"""2026-02-26T23:49:09.585Z""",process,1
2980,rater_02,462,144,5,Interview Response,1,,"""2026-02-26T23:49:17.307Z""",process,0
2983,rater_03,880,263,1,Social Media Post,2,,"""2026-02-26T23:49:31.632Z""",process,0
2985,rater_04,729,220,2,Product Review,3,,"""2026-02-26T23:49:39.126Z""",product,0
2987,rater_02,30,13,2,Product Review,1,,"""2026-02-26T23:49:43.073Z""",process,0
2989,rater_02,596,182,1,Social Media Post,1,,"""2026-02-26T23:49:47.424Z""",process,0
2990,rater_02,703,215,2,Product Review,2,,"""2026-02-26T23:49:52.884Z""",process,0
2992,rater_03,756,228,5,Interview Response,2,,"""2026-02-26T23:49:58.624Z""",process,0
2994,rater_02,212,68,2,Product Review,2,,"""2026-02-26T23:50:00.726Z""",process,0
2995,rater_02,485,150,3,Business Pitch,1,,"""2026-02-26T23:50:04.604Z""",process,0
2997,rater_02,312,102,2,Product Review,2,,"""2026-02-26T23:50:12.805Z""",process,0
2998,rater_03,218,69,5,Interview Response,2,,"""2026-02-26T23:50:14.806Z""",process,0
3000,rater_02,779,236,5,Interview Response,2,,"""2026-02-26T23:50:18.025Z""",process,0
3003,rater_02,264,88,3,Business Pitch,4,,"""2026-02-26T23:50:36.728Z""",process,0
3004,rater_04,105,34,5,Interview Response,3,heart wrenching,"""2026-02-26T23:50:37.355Z""",product,0
3006,rater_02,855,257,3,Business Pitch,2,,"""2026-02-26T23:50:40.791Z""",process,0
3009,rater_02,92,31,3,Business Pitch,2,,"""2026-02-26T23:50:50.983Z""",process,0
3010,rater_03,448,141,2,Product Review,5,,"""2026-02-26T23:50:51.354Z""",process,0
3011,rater_04,295,99,1,Social Media Post,2,,"""2026-02-26T23:50:53.848Z""",product,0
3013,rater_02,535,164,1,Social Media Post,2,,"""2026-02-26T23:50:56.244Z""",process,0
3016,rater_02,372,122,2,Product Review,2,,"""2026-02-26T23:51:12.485Z""",process,0
3018,rater_03,773,233,3,Business Pitch,4,,"""2026-02-26T23:51:20.059Z""",process,0
3020,rater_02,243,81,5,Interview Response,1,,"""2026-02-26T23:51:20.964Z""",process,0
3021,rater_02,515,158,1,Social Media Post,1,,"""2026-02-26T23:51:25.247Z""",process,0
3025,rater_02,67,24,3,Business Pitch,2,,"""2026-02-26T23:51:33.587Z""",process,0
3026,rater_03,720,219,2,Product Review,2,,"""2026-02-26T23:51:33.983Z""",process,0
3027,rater_04,773,233,3,Business Pitch,2,,"""2026-02-26T23:51:34.960Z""",product,0
3028,rater_02,190,61,3,Business Pitch,2,,"""2026-02-26T23:51:37.986Z""",process,0
3034,rater_06,757,228,2,Product Review,1,,"""2026-02-26T23:52:21.228Z""",process,0
3036,rater_06,598,182,3,Business Pitch,1,,"""2026-02-26T23:52:27.890Z""",process,0
3038,rater_02,325,106,3,Business Pitch,1,,"""2026-02-26T23:52:29.331Z""",process,0
