conversation_hash,task_type,product_word_count,openai_score,qwen_score,xai_score,avg_score,product_turn
79ad12d5f634c76a3733c3ae4466012b,song,257,20,15.0,25.0,20.0,3
d03a72626478f7a4407d969302ed9b6b,script,256,20,15.0,25.0,20.0,3
8af07d7b69b2a731d03eb1195fbe9e36,letter,264,15,15.0,25.0,18.3,4
d923b8dac2e3d0ed7a9ceb8d67587793,script,228,20,25.0,35.0,26.7,1
64683d6a33d68e384e0b772e283d879a,script,254,28,18.0,35.0,27.0,1
680e8e99cfd3b6bead9095683662d4f8,worldbuilding,264,15,12.0,25.0,17.3,8
1727cd7802c42aea84945dae773bfc24,worldbuilding,481,20,12.0,15.0,15.7,2
f81b50460f7d804ad4668e172a0f016b,fan_fiction,309,10,10.0,15.0,11.7,3
bbf4f880938c40268aacf22b436d0b72,worldbuilding,346,20,12.0,15.0,15.7,4
b3602a3d82af15b73110a18abad65af2,story,478,20,12.0,25.0,19.0,3
fa7d1695163a124ceb2ee0def1848234,story,311,20,15.0,25.0,20.0,9
26edcd32def31a90324f3c38c4bee857,letter,157,10,12.0,15.0,12.3,4
aecc369f9a529351626edc33f4c91255,worldbuilding,355,20,12.0,25.0,19.0,3
07818b3aeeae41950c5a0e8e564fe0ed,letter,303,20,12.0,35.0,22.3,4
ba9ec4627a56ce7c3d734aba281c7fac,script,389,15,10.0,35.0,20.0,2
e668e7bb3f13139e91c8c7696f37d5f8,fan_fiction,222,20,15.0,30.0,21.7,8
e94091e9e1261167b9c5aa16f937fed6,script,262,32,25.0,35.0,30.7,2
6aba8cc4b6723d05410fd1e1d0c76e48,script,578,15,15.0,15.0,15.0,1
d499a310bb1d45eaf2a279c9c77f70ca,story,255,20,15.0,30.0,21.7,3
837d2503b151e6c0903aaea848f16b48,story,320,20,15.0,25.0,20.0,5
0709baa4db7b84fc075982eaeaf48308,poem,187,28,25.0,42.0,31.7,3
8745a79f3487a937fd749500da9926c0,fan_fiction,392,20,15.0,30.0,21.7,3
dea0d7b5b79437ca17eeecaacad33797,story,241,20,12.0,15.0,15.7,4
92e51a301f8017340afa3d9b51cf25ce,script,167,20,15.0,25.0,20.0,1
6ff3ff63e36e0bab75021524f02723c4,story,381,28,12.0,28.0,22.7,1
2996fa9acd3ee7310ddd0e5338a6ab5a,story,340,20,15.0,35.0,23.3,1
39d75d6d14c273cfd1eb2a74ea1a3b88,story,376,24,25.0,35.0,28.0,1
e5a721bac8701ac5e0d6ccea256bd507,story,289,28,12.0,35.0,25.0,1
93e93f407cbeca35275caf4b788d9812,story,241,30,25.0,25.0,26.7,5
1eb10af428d3b79404a9bf433f22c5fb,story,479,24,12.0,35.0,23.7,1
acbf78836a11b98f7b082edb08ae3a37,song,241,20,15.0,30.0,21.7,10
e39a11b12e5ec3bafee9bfd7c3c40cf1,script,222,24,15.0,35.0,24.7,3
76f4bf68fc81400b87130e57f4b071ff,letter,169,10,10.0,15.0,11.7,1
3ac7567a128b5c7c4e39b9f28577cc67,story,373,28,42.0,38.0,36.0,3
41ee806783bd0477c8a4dc55176c41de,script,230,30,25.0,38.0,31.0,1
1f7a0fd3de427a7d8f3bc629e73ab6e3,fan_fiction,312,20,15.0,25.0,20.0,3
7afd66c3bce573eda12bc3a71c4be15e,fan_fiction,369,20,15.0,25.0,20.0,3
044a586b36fff05393c2b04ef461559a,fan_fiction,244,20,15.0,25.0,20.0,3
55baa8196b18e5aff99a95f5e1a51f75,story,622,28,15.0,35.0,26.0,5
03c36af5461f17fdaddd324e9ae1f216,story,311,20,12.0,15.0,15.7,4
6fb0a5d7aaf77cf593b432048466d429,story,561,28,12.0,35.0,25.0,6
eac55ccbf4f6da3b7154820ee154937a,letter,317,15,15.0,25.0,18.3,3
94955639679bdd7921fcadf88de7c192,story,320,20,10.0,15.0,15.0,2
fca6ca4a71b1ac50b81534266f6005e4,story,200,20,15.0,20.0,18.3,3
bd9fe662903a840c49384ca1b724d555,story,245,28,28.0,38.0,31.3,1
425bb689728d88f10799ac612973d1e8,story,321,28,15.0,28.0,23.7,1
6acf1e35d5009e6dcbb9c1b1d0bd526a,story,217,20,15.0,25.0,20.0,6
48af988a6b4149a87e1d55d1f84ca01d,story,416,25,25.0,35.0,28.3,3
483094dfff4c0ba36e2a097182f7926f,worldbuilding,497,30,25.0,38.0,31.0,4
69c5a4fec380851047f8848ecd2390db,letter,184,10,10.0,10.0,10.0,7
42d6ebb35bf280a322e51e8c260bcf37,worldbuilding,471,36,42.0,42.0,40.0,4
4d8daca6c8a2967d8c381ad716a8e1a7,script,360,38,42.0,42.0,40.7,3
fc91a005281e093752dddb07285e5d2f,story,276,30,25.0,35.0,30.0,4
300534c20a965de896d22c9cd1261b14,story,296,20,15.0,25.0,20.0,3
62c7af3d6768e5eafcbeb28537c98a39,fan_fiction,362,28,25.0,35.0,29.3,3
5f0d792b9b838af0cfe03d1faaad9036,story,309,20,15.0,25.0,20.0,5
23dceb3037fc5c28ba658948f2584119,script,395,38,42.0,38.0,39.3,5
42cdff867ee08744cc0cc88fffb0e9bf,worldbuilding,447,28,42.0,38.0,36.0,4
329f4d2f54c61f724114c11e315f4d65,story,506,20,12.0,25.0,19.0,1
6c00e71a9c789f211b0ed85ac50a956b,script,362,32,42.0,38.0,37.3,5
b0f1f113b2f4556bd7cbd61dd98f0d26,fan_fiction,241,28,25.0,35.0,29.3,5
ef8cff6f1b9c5a1c34cca0d20941e098,worldbuilding,253,20,12.0,25.0,19.0,1
38e5581a34ed7dc0dcac7f6f388da2a2,fan_fiction,317,20,15.0,25.0,20.0,3
204d44fc42e6467410b81d02d1281685,story,512,28,25.0,38.0,30.3,6
7a1f677db881b54db350c7bd66a58cae,fan_fiction,157,20,15.0,25.0,20.0,4
20b44611d10d50b2a86a2f9f8a6dd5a4,fan_fiction,248,20,15.0,38.0,24.3,4
8743fcfb34df931e31e9cd61732c6d9b,fan_fiction,612,36,42.0,38.0,38.7,3
53f8cbebd166a163e98dfaec587996e3,worldbuilding,255,38,15.0,42.0,31.7,1
31d7037173cbc34a9b55fdcd24bf2bc3,worldbuilding,157,15,10.0,15.0,13.3,10
703ad33d34c3ebe7308657c96420b235,poem,86,25,25.0,35.0,28.3,1
c3f29becb87872fb7ee2ad59691fab7a,fan_fiction,264,20,25.0,35.0,26.7,3
1dd03009c7d37c5b6e409f88e3739a02,fan_fiction,141,20,15.0,25.0,20.0,3
c792d35738d42755b129a289020dda88,story,248,20,15.0,25.0,20.0,5
4b129fa4a0544d541d770b3c7d3896d4,fan_fiction,353,20,15.0,35.0,23.3,3
6920c04ff82561ce35ccca437efe85a0,script,341,20,15.0,35.0,23.3,5
9c299ecd9f5790393763e9665d29299b,script,303,20,15.0,25.0,20.0,3
fb7b145b2061d212a129c72245aa2cef,script,366,20,15.0,35.0,23.3,4
81a454310e7466d283fe5c95fa0dc676,script,250,28,15.0,38.0,27.0,8
3576e81cdfe57bb47a33f19fb4475b7c,worldbuilding,113,10,10.0,10.0,10.0,5
7fe851b2257fdebfe4447bd74dc3e0dc,script,315,20,15.0,30.0,21.7,4
7ee2be7228a26127b1606adce9e523a7,script,364,30,28.0,35.0,31.0,1
ed919e1d8343dcfefb1a797ae4597772,story,423,32,28.0,35.0,31.7,8
4e613dc75a64521efbc52893efd275d5,story,368,38,42.0,42.0,40.7,4
5efad692a11c5d897553318f46b566a8,script,535,20,15.0,30.0,21.7,1
201b97cee1c3b77be03c98c0d730df8f,script,324,28,15.0,42.0,28.3,7
18ecdfb55f6c1724ed43aae67ce2a221,script,126,20,10.0,35.0,21.7,1
52c6c906bbd7272ea89a1c81a910043e,worldbuilding,370,20,12.0,15.0,15.7,4
76d9c80b2e9282ce3930988ea49a9910,story,343,20,25.0,35.0,26.7,6
06e29004fff413c2960778bf71db02cc,story,511,44,42.0,42.0,42.7,1
9c6100e93d9399b8c6d97ecfac40661d,fan_fiction,221,28,15.0,35.0,26.0,4
636913398d88290a0398ce8d2490131c,worldbuilding,131,30,15.0,35.0,26.7,5
ba1b8886e2272f3171f488be0d11afd5,fan_fiction,261,28,25.0,35.0,29.3,9
691e0a845256bb90df0a1f46fbb29f95,fan_fiction,304,28,28.0,38.0,31.3,4
f341a932f0f82f64e8a7e6b2b6d8d414,worldbuilding,262,28,25.0,38.0,30.3,5
53e268501ac1e8d481fa236c4029d0c6,fan_fiction,409,20,12.0,35.0,22.3,1
19cefa2f300c998e6d7eaced5573dad7,script,389,20,12.0,38.0,23.3,3
da25c5e3229f65e05edb946c1d4bf6be,song,258,20,25.0,35.0,26.7,5
2f483f39a1cceab823b30b39a2a278fb,fan_fiction,406,20,15.0,35.0,23.3,3
097dedda71e8839670276918871860e4,poem,267,28,25.0,38.0,30.3,5
4fd2e4bb0049a1ffd7d74713950182cf,fan_fiction,279,20,12.0,25.0,19.0,4
f0a440f60c0c5cfa1a597d3f1c3d7b6e,story,902,20,25.0,42.0,29.0,4
53fbe6174a9f73b69215bdb37fb3cd50,story,241,40,42.0,42.0,41.3,5
43dc93cdfba3dc453e184d9dea9e645a,worldbuilding,571,20,15.0,35.0,23.3,3
cc5c8b28ac2601f9f9f18fbce4a3808e,worldbuilding,296,15,10.0,15.0,13.3,3
5d89fde222e6506cf3a83f07ed54c8f6,story,233,28,32.0,38.0,32.7,3
bd2219f504f674635d9a50f7ed15c4b3,letter,100,15,15.0,15.0,15.0,5
08fa9c14d10d3f1889568cf8be460e76,story,297,20,25.0,35.0,26.7,4
6568cc28a6781e9b7ae3bcd68e4c19e9,worldbuilding,324,15,12.0,15.0,14.0,3
d4d81558ee0713a883fbc7344f26851b,script,232,20,15.0,25.0,20.0,1
b1e5a7904c27242624a46a2371e00038,letter,117,28,25.0,35.0,29.3,4
d80e0eea4c49713d550e8435080956a3,letter,136,15,12.0,12.0,13.0,3
db6b147b8d8178b324cf5ea031a2a555,letter,106,12,12.0,15.0,13.0,3
5c69b5864ac6e8ff7f150507bfdb332f,story,267,28,25.0,35.0,29.3,5
3ccb8b0bebb98171b279a1764115f39c,fan_fiction,268,28,25.0,35.0,29.3,2
9ca89041c073e8e778c7b51f3f4e7e70,fan_fiction,170,20,12.0,15.0,15.7,3
9c393b68e3244229c0cb078820915619,story,260,20,25.0,25.0,23.3,5
80497baab59332d8133c5ca06a463167,fan_fiction,245,20,15.0,25.0,20.0,4
00a097a562bf9d2c012506d782b828ef,worldbuilding,263,20,12.0,35.0,22.3,3
e028722ea8530b30d698f9bb637fb9a2,fan_fiction,122,20,15.0,25.0,20.0,4
77e62362e717b1bb473b0b2cfd6b6a3d,worldbuilding,304,28,25.0,42.0,31.7,3
757a699bbeb293006038cb5400397ad3,fan_fiction,183,20,25.0,25.0,23.3,1
6cc61bd58cd096b765ce1ca6c138bd2e,story,304,30,25.0,38.0,31.0,1
2077eb89527071eb1c6c8ebb883c631a,story,53,10,10.0,10.0,10.0,4
148ee2680f369b088be95a35f365bdc9,worldbuilding,597,30,25.0,42.0,32.3,1
86ddd286c3f083dffc1c202ac3469df6,story,481,32,25.0,38.0,31.7,1
8c0280853cd456ed15152c80c2c06875,worldbuilding,468,28,25.0,42.0,31.7,5
a5c7f5505492e328c4fea3891ecb2c48,worldbuilding,504,20,15.0,35.0,23.3,3
edbe51c788b8c2cf8d2780f4f2aff410,fan_fiction,212,28,12.0,38.0,26.0,3
ea903c8d82c9e134b86f66390ff3b54d,worldbuilding,336,28,12.0,38.0,26.0,3
b40bda9d503689bfb808f0ac7bc744e1,fan_fiction,437,36,25.0,42.0,34.3,4
9cc50de98b644135bbdfa9521c788e83,worldbuilding,432,30,25.0,38.0,31.0,3
d9b60852fd8ab7462a897bb20d434aad,fan_fiction,274,20,15.0,25.0,20.0,3
b087c4514930d055e43c533b4ed76306,fan_fiction,155,20,12.0,20.0,17.3,3
ac9e088d4a5cd383d2711ab936aad5c4,story,629,30,12.0,35.0,25.7,7
52643baf1200544cf2d0967da3923ff3,letter,435,15,15.0,25.0,18.3,7
79e2332ce224a41db6ba6ff8d4cf7c19,script,397,20,25.0,35.0,26.7,1
816884abab7a9a3aa0743492ecf1274d,fan_fiction,347,20,25.0,35.0,26.7,4
52eaffec1059fd6ac4d34bf8abf98fd2,fan_fiction,485,28,25.0,38.0,30.3,3
440806c67da342c33a84743bcfb66773,script,411,20,12.0,35.0,22.3,3
a3a172f6b3958570d54a1615ddc623e9,fan_fiction,534,24,22.0,38.0,28.0,3
300c1ff953313438e4e560d7bacd2ef0,script,545,32,28.0,38.0,32.7,3
6535df968bd623f7c59e33e273ad1397,letter,387,15,12.0,15.0,14.0,6
be6b916722f1755042231fe35c40b02b,worldbuilding,569,28,25.0,38.0,30.3,3
f69d801123a13fd88ed4c980ea7f0df2,worldbuilding,114,20,10.0,20.0,16.7,3
d874c4e36dd6f5ea380367fcd53653dd,script,576,20,12.0,35.0,22.3,3
085983888f8fbfebf7bb23472908fea0,letter,453,15,12.0,25.0,17.3,1
96b1fd4468363160da25f689cc9c2aec,worldbuilding,380,20,15.0,38.0,24.3,3
554c779355da774eef59e671faa3b598,story,432,20,15.0,30.0,21.7,3
3fd6b4deaf8ddd8d58295afa0f0d6dbf,worldbuilding,1415,24,15.0,35.0,24.7,2
b4e8ad86e676ae60d0cf4f01eca27a97,worldbuilding,317,15,10.0,10.0,11.7,8
478df83a43c1e282698c64517b7bbc55,story,481,20,15.0,35.0,23.3,5
f7d007e60b687bee1207b292ca47a9fd,fan_fiction,498,30,25.0,38.0,31.0,3
043df0fdb5685aac9c52ff65df8a05b5,fan_fiction,487,36,38.0,42.0,38.7,6
caf3e3e593449d405a9fb30092e13ea9,song,344,32,25.0,42.0,33.0,3
7a156d76bafdda3139af378aded11138,story,533,28,25.0,38.0,30.3,1
6147f22d6fb234853a2ae4fe76a61d41,fan_fiction,447,24,25.0,35.0,28.0,4
96b20a92eb748b646038829d7b442498,letter,380,15,10.0,15.0,13.3,3
14f6d943ab5752da95d7aae12d0c3459,script,394,28,15.0,38.0,27.0,3
2ddad934c30132f06f9647d2eb0a8863,worldbuilding,116,20,25.0,35.0,26.7,1
b8c0d9b6eb26173aa50d059f6b7678cd,story,199,20,15.0,25.0,20.0,7
dfefabe07a38bc07ab2b8c8e5895f3d7,script,571,20,15.0,38.0,24.3,3
b19740b1b093d170d7d1fb7557c34e17,worldbuilding,53,20,12.0,35.0,22.3,3
da208b98797e5c22f6c53e1ba9af2e4e,script,504,25,25.0,35.0,28.3,5
01aa3e711633ca7d6ddc5269e8c5d1aa,poem,239,38,32.0,42.0,37.3,1
c4bef562ef4ef542bc21ed2e2c187d22,fan_fiction,240,20,15.0,25.0,20.0,5
52c8e56b2f8cc0a7ae208475e7414810,fan_fiction,204,20,15.0,25.0,20.0,4
b988ec36c674b6dbcc867453c4a9e0bf,script,549,25,25.0,35.0,28.3,4
bf363ac82824549186de3dbccb6bf2dd,script,424,20,15.0,35.0,23.3,3
59ce19339492391feb192d2bc720f316,fan_fiction,409,28,15.0,38.0,27.0,3
17a3340e156a84a00513f6a1e9703593,script,387,28,15.0,35.0,26.0,5
3c79e73c88a7369d8fd769d714e05731,script,375,28,28.0,38.0,31.3,5
0b00d7953fc035320b5362bc01d89197,worldbuilding,123,20,15.0,25.0,20.0,3
406e35ec0c69bed0d95c61e6a4b68854,letter,108,20,12.0,20.0,17.3,6
80431351a856e1ce9e2129fc02855682,script,590,20,15.0,25.0,20.0,3
1ba49adc513134b2cdb1f563a992b53a,story,566,20,15.0,35.0,23.3,3
fbac14512a6e07f9aba08a180410ef3c,script,517,30,25.0,38.0,31.0,1
fefc402fbeb7e1e6956d57b3738109a9,script,312,20,15.0,35.0,23.3,4
66e998e0e3b3542a7324a29ebb46ea03,fan_fiction,522,30,15.0,38.0,27.7,5
1f925ed6063d247f9355865be9ebf5c4,song,1008,20,15.0,38.0,24.3,3
b7a45eb522601bcaf473fb680d8e5bf8,fan_fiction,493,28,15.0,35.0,26.0,3
176339e51f06d32d5605cf732d294933,story,492,20,15.0,35.0,23.3,4
4e55a26db04eefa0d65714e9e72ed9b1,worldbuilding,479,20,10.0,25.0,18.3,3
f4e645035be94874067d98df19b6e835,story,525,20,25.0,35.0,26.7,3
38bb0ba0dc1934fa3a246ab093a60174,story,414,20,15.0,30.0,21.7,3
949174baddbade8f5e05abe23486af06,script,411,34,42.0,42.0,39.3,3
2513ad414d246c2fedce37d13f1a8896,fan_fiction,450,20,25.0,38.0,27.7,3
f80a3de71d0b931bf52c51034ab49b91,worldbuilding,378,28,25.0,38.0,30.3,1
fde5110859b228571adc73b3bcbeb6dc,fan_fiction,432,28,25.0,35.0,29.3,3
cd8965fd3351509b5a0d9c3b26776aa5,script,468,30,15.0,35.0,26.7,3
f6d2aa86d59f066bccc63ee8121253d9,script,622,30,12.0,35.0,25.7,2
10ba0b9b2f2d0d93c7737f8256417c6c,script,391,20,12.0,25.0,19.0,3
05d3b2addb85d5d191f0644da542fbd8,script,368,20,25.0,35.0,26.7,4
c21df61ad0dbd6169ef49fa34ad06685,script,397,28,15.0,38.0,27.0,4
ce27cec159449970b8fce811f3ae8479,script,351,30,15.0,38.0,27.7,4
7c8b22bfde4e43b78b8acf871289de59,fan_fiction,446,20,15.0,25.0,20.0,3
5f3ac45afb5303fb63a5aac3490dd2d2,letter,263,10,12.0,15.0,12.3,3
de9fbf00a682586d98422155688b8a8e,script,426,20,15.0,35.0,23.3,4
d657ab3bedd42c2e28e5104d22f3fcdc,script,488,20,15.0,35.0,23.3,4
c0db55982c31236b57c0d45391d6a4ec,worldbuilding,267,15,10.0,15.0,13.3,3
b17231d8a94cf276ef3d9f10fccfafe3,fan_fiction,390,20,15.0,35.0,23.3,1
878978f7609a18800e9a3ae2ba9a39eb,story,603,36,28.0,42.0,35.3,4
2869d23dd62bd8626a5b0b66aa446f17,fan_fiction,435,30,42.0,35.0,35.7,3
e35f625d1c7f99b2e8e674bed56ff5e3,fan_fiction,456,28,25.0,38.0,30.3,3
ff85a681572e5303f4a9276d9f87df1e,story,529,38,25.0,42.0,35.0,3
561a622ece738bb6969d9415ffa24cba,story,415,28,25.0,38.0,30.3,3
d8f6822a3061614779ddd2fb3d0e8878,story,607,28,25.0,38.0,30.3,1
6f6c754b73813ec73de595758b484f13,fan_fiction,437,20,25.0,38.0,27.7,4
608a7093e3c649ec3d9f1ae0c11f3a6e,worldbuilding,301,28,25.0,38.0,30.3,1
c9338c5d6edb4335bc5df01a5a242c80,fan_fiction,584,34,25.0,42.0,33.7,3
38154e94370f45f139866007d448cff9,worldbuilding,265,30,25.0,35.0,30.0,3
4bdcf141c7d5e26bf1a1362471928970,script,433,28,12.0,35.0,25.0,4
88fb491401614f9a7419359144c4a6e4,fan_fiction,499,28,15.0,38.0,27.0,4
198ef3da642ec10f88133046dddfce14,worldbuilding,69,20,15.0,28.0,21.0,8
3033af8846b3dc639de5b6a5abb50bed,worldbuilding,524,20,12.0,35.0,22.3,4
9b24b06265d54d4fb45783210dc25b1d,story,543,28,25.0,38.0,30.3,3
8c565c8c3c637bf18004787a472d6d14,story,521,20,25.0,35.0,26.7,5
88a4aa54cf8416e74de016401942c9aa,story,483,20,12.0,35.0,22.3,4
7f2779c6591014ed075ab78b268fcdd1,worldbuilding,596,32,42.0,42.0,38.7,2
5261c18d8e58c06cb27ca726eb8bdf38,script,415,20,12.0,25.0,19.0,3
c353b961e757606de1d4f20f4805e1c7,worldbuilding,404,38,42.0,45.0,41.7,4
0ab042dd2e1d95335e443a34dae358ef,fan_fiction,462,28,42.0,38.0,36.0,4
1ff9857b6804c9b8f7ac18661f8df6e8,worldbuilding,308,20,12.0,30.0,20.7,4
b736fe7a1000d6936273140375f1f2bd,worldbuilding,436,32,25.0,42.0,33.0,3
5a3eada3fbbaa63f2230aeebac40f6e4,fan_fiction,530,20,12.0,25.0,19.0,3
ae60aa869f5981a85306a00f02700a9a,script,477,20,15.0,38.0,24.3,3
0b696ed037d3b75a6a5e6ec1859571e1,worldbuilding,272,20,12.0,30.0,20.7,6
028d3ed18f10037d295edd5dfde4db1b,script,515,28,15.0,38.0,27.0,3
8b68c2eb4b1da36a7f3aee0f970599c1,fan_fiction,408,20,25.0,35.0,26.7,4
4acbe7fad90e6b2a852e2b829058e975,fan_fiction,703,28,25.0,38.0,30.3,4
ecb7202dc6c259ce538503e3f3fb156c,script,425,30,15.0,38.0,27.7,3
0633cf45b2a0f45bfa63254726c7cd7d,script,383,28,15.0,38.0,27.0,3
fd207caf168e1d7b8e05546b836b74f1,fan_fiction,466,28,25.0,35.0,29.3,5
ba2c87c7b45b1bf708f30fee99102c85,fan_fiction,566,34,18.0,38.0,30.0,3
eba4dc8149ea83c146bb99554e237430,story,453,34,25.0,38.0,32.3,1
b4e5ea89af811d379d46555cd76080c2,fan_fiction,527,28,18.0,35.0,27.0,3
d814311a47e11515c076fa13e6ef344e,fan_fiction,822,30,18.0,38.0,28.7,3
2a9cbd556e2f860ee456c9781f6e363f,worldbuilding,380,20,15.0,35.0,23.3,3
7ba438c203e34d62cb34e13c8bf81e83,fan_fiction,462,30,25.0,35.0,30.0,4
0e81cd2f72068f5b23f3b5d667f99efb,fan_fiction,662,32,15.0,38.0,28.3,4
f8f6c68e0c682947612a30e1bd138900,fan_fiction,498,28,25.0,35.0,29.3,3
682d0ef64152827f2302899a545499cd,fan_fiction,449,30,18.0,38.0,28.7,4
7caaf86a06d99e3a446a95534547be2d,fan_fiction,587,28,15.0,35.0,26.0,4
1aeb2231a11df112089c0976b888640d,fan_fiction,643,28,25.0,38.0,30.3,4
c65c0b940d7bcae4001e6cf1de93a68e,fan_fiction,775,32,18.0,38.0,29.3,3
30bff43e92c337c4b916fa882c41736a,fan_fiction,563,28,25.0,35.0,29.3,4
bad857bcaa6101c3afd82c8968bc916d,script,584,30,15.0,38.0,27.7,2
0854c5e58e07fb4eb90b97f06efd0d7b,fan_fiction,597,28,22.0,38.0,29.3,3
294b4487250aece727efb91e117f2c8f,story,541,20,12.0,25.0,19.0,1
acb977b73aaa5e9c0764acba7e99eee8,script,506,20,15.0,38.0,24.3,3
2137c9fde229720df9e9b2d7a496b9c7,fan_fiction,561,28,25.0,38.0,30.3,4
9cf57eacf63d697fc0db3e0469eccfd5,script,447,20,15.0,35.0,23.3,3
b5be5c6001325812d3a61abd1b31b721,fan_fiction,427,22,15.0,35.0,24.0,3
a3483fce70c16aaed0b5afa3cdf560d7,fan_fiction,696,28,22.0,38.0,29.3,3
b5403bed7f26b3bd05076de860984dc8,worldbuilding,329,20,12.0,35.0,22.3,6
f4b6aeab684973fd94fd31b109c775bd,worldbuilding,397,30,18.0,42.0,30.0,2
7dd077d4d8d8d5919104a5e17e1fe0ca,fan_fiction,592,32,28.0,38.0,32.7,3
115c939b283c101706bcac1b717a2854,fan_fiction,308,38,42.0,42.0,40.7,5
cfde049a7590e803e4bb8f7b1b55d7bc,fan_fiction,520,28,25.0,38.0,30.3,3
3a0c950257ecdb26f2e88d3eba0c99a3,fan_fiction,493,28,15.0,38.0,27.0,3
d65912ae471dffed009fb1ac360a84f5,fan_fiction,528,32,25.0,38.0,31.7,3
fb7b32b547e5eb8ee4090ec5866ace52,fan_fiction,493,28,25.0,38.0,30.3,4
bffa6132aec65f26c6dd2042169f4847,script,433,20,12.0,35.0,22.3,3
754ec183a77a3480e2b8a2eabda2611c,script,416,34,25.0,38.0,32.3,4
640f0d13a91e4a39607f816d2a5d8ac1,script,377,20,15.0,30.0,21.7,3
19cdefdc0907c84cfd467e5d04d22e3a,fan_fiction,565,28,18.0,38.0,28.0,3
87d8f1cd48b8e7965975cf56d216e34a,fan_fiction,472,32,25.0,38.0,31.7,3
fceb5e642d7b872e2c8f22a592b73b78,fan_fiction,432,28,15.0,38.0,27.0,4
676c9d5f9af6c41b9b451bfdfb4c783e,script,374,32,25.0,38.0,31.7,1
3aa8de2670dd8e58cdfe3c30901c9046,fan_fiction,603,28,25.0,35.0,29.3,3
6ef4e10430e9b3d9323ca442db592836,fan_fiction,646,34,18.0,38.0,30.0,3
c0618c761e5a1c0aff3b4eae7739105d,fan_fiction,547,32,25.0,38.0,31.7,3
5d88301d584ab9f1f8085fdf86004444,fan_fiction,442,32,15.0,38.0,28.3,3
372906dd10c4bc5572db91743cf22289,letter,333,10,12.0,15.0,12.3,8
c83e4a63ba064e9040f7527e56cdf0d3,fan_fiction,555,32,25.0,38.0,31.7,3
7ab88c953b9034826bc2d679bdd997e5,letter,58,15,12.0,15.0,14.0,3
78af94a012305d950902d8d2c66bfe99,fan_fiction,546,34,25.0,38.0,32.3,3
b333e993385b28fd88e8f0623fea3776,fan_fiction,498,28,25.0,38.0,30.3,4
168c3814dafe903c5c96d94e345ce0b2,fan_fiction,553,28,25.0,38.0,30.3,3
dd9200fe1ffb801cd91d00d34917fba2,fan_fiction,389,20,15.0,,17.5,5
fc1de9d97a9f577b5608caaf80782e83,fan_fiction,478,32,25.0,38.0,31.7,4
ed76a6f36ac77cae49a6b01d1abf4218,fan_fiction,519,28,25.0,38.0,30.3,4
ad9200e3a960201d4a8e9b91d02366ed,fan_fiction,648,38,18.0,38.0,31.3,4
b3efe9f12c7c3f1f1f1764bbdb2fc557,letter,523,10,12.0,15.0,12.3,2
cfb73ef46b06bcb41e7e02cb9aadf3eb,fan_fiction,697,34,28.0,42.0,34.7,3
61f500735059da78edae45364241b809,script,396,28,15.0,35.0,26.0,1
bab9b34ec44a91b8ab95fbe8b83a5954,story,480,28,25.0,38.0,30.3,1
dc72fc5bd311a09078ccc2efc6c21998,fan_fiction,529,28,25.0,42.0,31.7,3
c67318e9833b218f8e447d2ad61f6cfa,fan_fiction,496,36,28.0,42.0,35.3,5
d90a920d138deeebae54a3f293a22a54,fan_fiction,405,32,28.0,38.0,32.7,3
9f81c0672158f634d0add55e0acea7f8,fan_fiction,433,34,28.0,38.0,33.3,4
ce3147484e49db568496133fb8775e5a,script,583,38,42.0,42.0,40.7,2
6afed78d91599b76b556ade4d92f7ae4,fan_fiction,433,32,25.0,38.0,31.7,3
d1e7efb3c07916e2ad707a90e4567cfa,script,634,25,15.0,35.0,25.0,3
a2e7efa77de3297c2e5dcb49de9ae0ac,fan_fiction,797,28,12.0,42.0,27.3,4
2c82242fd7ba61184aa72fee45e8516d,script,466,20,15.0,30.0,21.7,3
cc2e385dde7ab9aa4ac16afc50f510e7,story,488,30,22.0,35.0,29.0,5
604820e69196dc01c1872f7677db38f0,fan_fiction,451,28,25.0,38.0,30.3,4
6a5df0ef4b379678d53e64db583bb8d9,fan_fiction,507,28,15.0,38.0,27.0,4
c5a13321533a62719bc075031f3f52b4,fan_fiction,492,20,25.0,38.0,27.7,3
68cc72ef1120afef14a20a11404a6ad8,script,560,28,15.0,35.0,26.0,4
c32afc0fe230e4e863059c8c149772ee,fan_fiction,526,28,15.0,38.0,27.0,4
0cb7da8412be50c5e8e9f0e2e47a78aa,letter,530,15,12.0,15.0,14.0,5
8346951aa3834157fdc3f432b85e596f,worldbuilding,323,20,15.0,35.0,23.3,7
f618a1b6f952be00630d6a4bd7953217,worldbuilding,306,15,12.0,28.0,18.3,4
97cd51f6326ebca1453168ca7eeb72b5,worldbuilding,169,10,10.0,10.0,10.0,1
eb3f1414a0aa2f6618fd222703cf4589,worldbuilding,462,28,18.0,42.0,29.3,4
033c0c8dacba5554ce492eeb4846e46c,story,689,28,25.0,38.0,30.3,2
757f44369ceac93d2aea6e8c89706ef4,fan_fiction,495,28,15.0,38.0,27.0,3
dd86381bd2ee9b112c425774e5bcb235,script,376,10,10.0,10.0,10.0,2
b16d6b39c5150ffa0feadba8041e0e61,letter,305,15,15.0,25.0,18.3,1
329cd1335764e4f550f16f45c1903002,fan_fiction,566,24,18.0,38.0,26.7,3
121dd8a9ebc5b5edfba0e7cd4886b8b9,script,384,20,15.0,25.0,20.0,3
